shipment_id,customer_id,driver_id,origin_city,origin_state,destination_city,destination_state,created_at,pickup_datetime,delivered_datetime,status,distance_km,weight_kg,volume_m3,base_cost_mxn,fuel_surcharge_mxn,total_cost_mxn,on_time_flag,damage_flag,tracking_events_count,notes
S0011141,C00588,D00107,Tampico,TAM,Culiacán,SIN,2024-08-01 05:53:38,02-08-2024 12:52:38,2024-08-03 01:25:15,Delivered,,5.00,1,"MXN 17.403,37"," 1,622.45 ","19,025.82",No,0,4,
S0011142,C00743,D00239,Querétaro,QRO,León,GTO,2024-08-08 13:42:45,2024-08-08 17:50:45,2024-08-09 07:50:00.495251,DELIVERED ,720.93 km," 1,825.99 ",,14485,"1,135.20","15,620.17",No,1,2,
S0011143,C00722,D00130,Aguascalientes,AGS,Tampico,TAM,2025-01-26 05:32:09,2025-01-26 05:34:09,2025-01-26 12:28:21.038061,DELIVERED,416, 759.19 ,2.02,"11,464.04","1,568.29","13,032.33",N,TRUE,6,Cliente pidió entrega en recepción.
S0011144,C00184,D00022,CDMX,CDMX,Toluca,MEX,2024-01-15,2024-01-17 11:49:49,2024-01-18 00:52:07.071449,Delivered,670,$ 918.81,"6,16",14405,"1,305.22"," 15,709.76 ",TRUE,TRUE,11,Cliente pidió entrega en recepción.
S0011145,C00518,D00054,Guadalajara,JAL,Toluca,MEX,2025-10-21 19:19:35,2025-10-22 01:04:35,2025-10-22 02:04:35,DELIVERED ,"MXN 10,00","5,00",4,MXN 671.88,42, 713.88 ,FALSE,0,7,
S0011146,C00800,D00153,CDMX,CDMX,Mérida,YUC,2025-04-22 04:13:30,23-04-2025 21:47:30,2025/04/24 03:50,delivered,362.93 km," 1,336.66 ",$ 6.38,"9.048,04",821.50,"9,869.54",Y,FALSE,14,Temperatura controlada.
S0011147,C00001,D00150,León,GTO,San Luis Potosí,SLP,2024-11-11 22:12:27,2024-11-13 08:22:27,,CANCELLED,704.74 km,"7,67",6.88 m3,"19,227.65",,"20.868,13",0,1,21,
S0011148,C00574,D00122,CDMX,CDMX,Morelia,MICH,2025-11-25 09:30:38,25-11-2025 12:09:38,2025-11-25 21:44:40.280745,DELIVERED,MXN 523.24, -318.45 ,$ 1.64,"14,617.86","1,924.85","16,542.71",Y,0,2,
S0011149,C00746,D00003,Querétaro,QRO,Cancún,ROO,02/03/2025 02:18,2025-03-02 15:14:05,,DELIVERED ,-627.59,5.00 kg,$ 0.10,"14,281.37","1.448,65",15730,Si,N,2,Se reprogramó entrega.
S0011150,C00437,D00037,Hermosillo,SON,Guadalajara,JAL,2024-01-12 12:27:43,2024/01/12 15:02,2024-01-12 22:50:25.186012,delivered,,374.00, 3.35 ," 11,279.75 ","1,050.51",12330,No,,8,Sin incidencias.
S0011151,C00762,D00048,Chihuahua,CHH,Villahermosa,TAB,25-02-2024 20:00:26,26-02-2024 19:43:26,2024/02/27 02:36,entregado,591.23 km,"1,506.14","MXN 1,59","13.512,01","1,828.23","15,340.25",No,TRUE,4,Dirección incompleta.
S0011152,C00868,D00032,Morelia,MICH,Cancún,ROO,17-02-2026 04:44:50,2026-02-17 06:43:50,2026-02-17 12:50:43,DELIVERED ,330," 1,515.30 ","0,10","7,551.72",686.42," 8,238.14 ",,No,9,Documentación pendiente.
S0011153,C00029,D00198,Villahermosa,TAB,Mérida,YUC,2024/10/15 06:36,15/10/2024 12:42,2024-10-15 16:57:45.575412,delivered,273.24 km,MXN 437.69,"0,90","$ 7,253.34","MXN 1,008.65",8262,Si,Si,10,Sin incidencias.
S0011154,C00481,D00184,Monterrey,NL,San Luis Potosí,SLP,05-10-2024 20:43:45,2024-10-07 13:22:45,2024/10/07 21:29,entregado, 366.21 ,"$ 1,009.37",MXN 4.74,"7,277.81","730,76","8,008.57",,TRUE,3,
S0011155,C00533,D00124,Toluca,MEX,Chihuahua,CHH,2025-07-20,2025-07-21 06:52:49,2025-07-21 18:02:51.485965,Delivered, 465.65 ,936.29 kg,$ 2.79,"12,171.29",," 13,285.89 ",,No,9,
S0011156,C00859,D00161,San Luis Potosí,SLP,Cancún,ROO,2024-03-14 12:35:44,2024-03-14 20:32:44,2024-03-15 03:36:37,delivered,$ 511.67,$ 97.70,"5,23","11,673.13",,"12,413.75",FALSE,TRUE,15,Prioridad alta.
S0011157,C00239,D00057,León,GTO,Puebla,PUE,2026-01-29 10:23:58,2026-01-31 09:41:58,31/01/2026 18:10,DELIVERED , 546.30 ,"$ 2,051.20",,"13,165.22","1,739.55","14,904.77",FALSE,TRUE,7,Temperatura controlada.
S0011158,C00470,D00099,Chihuahua,CHH,Tijuana,BCN,01-04-2025 03:22:04,01/04/2025 17:25,2025-04-02 01:05:47,Delivered,462.43,1126,5,"12.819,31","1,412.12","14,231.43",Y,1,9,Prioridad alta.
S0011159,C00474,D00114,Hermosillo,SON,Mérida,YUC,18-07-2025 17:57:00,19-07-2025 22:52:00,2025-07-20 07:34:16.015439,DELIVERED ,"309,84",1166,5.24,"8.775,23","700,88",,Y,TRUE,9,
S0011160,C00820,D00174,Aguascalientes,AGS,Culiacán,SIN,2024-08-26,2024-08-27,2024-08-27 19:58:53.137613,entregado,635.08,646.84 kg,4.65,15154,1243,"16.397,11",FALSE,N,10,Incidencia: retraso por tráfico.
S0011161,C00626,D00226,San Luis Potosí,SLP,Villahermosa,TAB,,2025-06-26 11:04:55,2025-06-27 00:24:29.706587,Delivered,799,"775,28",$ 3.46,"$ 16,030.69","MXN 1.630,18",17661,Y,Y,3,Falta firma en POD.
S0011162,C00783,D00031,Morelia,MICH,Veracruz,VER,2024-04-30 08:36:59,02/05/2024 02:49,2024-05-02 06:35:06,delivered,$ 308.67,MXN 291.60,3.56,"8,826.25",638.09,"9,464.34",1,N,3,Cliente pidió entrega en recepción.
S0011163,C00693,D00173,Morelia,MICH,Tampico,TAM,2024-03-30 18:36:13,31/03/2024 01:28,2024-03-31 10:57:12.949174,DELIVERED,"687,90","$ 1,004.04",3.06,"16,135.11",973.56,"17,108.67",TRUE,N,4,
S0011164,C00007,D00072,San Luis Potosí,SLP,Tampico,TAM,2025-10-28 15:17:08,2025-10-29 14:16:08,2025-10-30 04:36:21.083936,Delivered,811.02,"334,52","4,70","22.706,11","2.299,15","25,005.26",FALSE,0,6,Se reprogramó entrega.
S0011165,C00358,D00117,Chihuahua,CHH,Hermosillo,SON,2025-12-25 06:15:46,26/12/2025 07:00,2025/12/26 16:30,delivered,"MXN 585,71",,5.24 m3,"14,222.16",,15846,1,0,9,Prioridad alta.
S0011166,C00874,D00196,Toluca,MEX,Chihuahua,CHH,2026-01-22 18:10:20,2026-01-23 18:11:20,2026-01-23 21:21:20.736472,Delivered,10.00 km,"2,043.64 kg","0,67",501,"MXN 35,66",,FALSE,0,10,
S0011167,C00456,D00057,León,GTO,Monterrey,NL,2024-10-26 09:46:39,2024-10-26 20:56:39,2024-10-27 02:41:13,DELIVERED,357.03,548,4,7638,"720,07","8,357.89",TRUE,TRUE,11,
S0011168,C00184,D00139,Chihuahua,CHH,Puebla,PUE,20-04-2025 23:38:52,22-04-2025 14:35:52,2025-04-22 19:20:01,delivered,248.71,"1,231.25",,"$ 7,724.65",712,"8,436.26",1,Y,6,Dirección incompleta.
S0011169,C00141,D00019,Culiacán,SIN,CDMX,CDMX,2024-04-04 20:12:44,2024-04-05 23:19:44,2024-04-06 16:44:13.880670,entregado,,,,,"1.305,34","21,275.85",FALSE,N,8,
S0011170,C00780,D00206,Puebla,PUE,Querétaro,QRO,2024/03/10 22:57,2024-03-11 08:55:29,2024-03-11 15:49:25,entregado,"240,93","1,109.90 kg",4.92," 6,641.83 ",MXN 492.81,"7,134.64",,No,3,
S0011171,C00453,D00247,Tampico,TAM,Veracruz,VER,2025-11-28 20:07:27,2025/11/29 09:21,2025-11-29 18:43:06.525361,Delivered,534.47,, 2.63 ,"$ 10,687.22",1153,"11.840,37",FALSE,TRUE,7,
S0011172,C00330,D00152,Morelia,MICH,Culiacán,SIN,2025-08-18 19:54:04,,20-08-2025 02:01:04,DELIVERED ,114.48,542.98 kg,5,"3,480.70", 235.94 ,"3,716.64",FALSE,N,6,Carga frágil.
S0011173,C00423,D00005,Hermosillo,SON,León,GTO,2025-01-10 13:16:15,2025/01/10 23:47,2025-01-11,DELIVERED ,"446,74",$ 536.16,," 10,755.48 ",1481,"12,236.94",Si,No,11,Incidencia: retraso por tráfico.
S0011174,C00722,D00203,Guadalajara,JAL,Aguascalientes,AGS,2024-02-21 23:14:18,22/02/2024 13:37,2024/02/23 04:34,delivered,$ 707.80,442.27,,"17,086.30","2.045,78","19,132.07",N,Y,10,
S0011175,C00514,D00064,Guadalajara,JAL,Culiacán,SIN,2025-05-20 11:57:22,2025-05-21 11:45:22,,Delivered,430.17 km, 5.00 ,"MXN 5,32","12,401.34",,"$ 13,533.63",N,N,6,
S0011176,C00891,D00036,Villahermosa,TAB,Veracruz,VER,2024-10-12 02:25:21,2024-10-13 00:54:21,,DELIVERED,,"1,515.79 kg", 4.75 ,"11,521.56"," 1,111.01 ","12,632.58",0,,1,
S0011177,C00575,D00057,San Luis Potosí,SLP,Puebla,PUE,25-10-2024 14:00:06,2024-10-25 14:16:06,2024-10-25 23:57:27.508079,DELIVERED ,, 5.00 ,3,,1259,"12,651.13",,No,2,
S0011178,C00708,D00227,Aguascalientes,AGS,León,GTO,2024-05-28 13:12:06,28-05-2024 20:49:06,28-05-2024 22:37:59,Delivered,MXN 113.39,1217, 2.65 ,"2,996.70",336,"$ 3,332.80",No,TRUE,7,
S0011179,C00283,D00078,Tijuana,BCN,Puebla,PUE,13-10-2025 00:27:57,14-10-2025 17:03:57,15-10-2025 00:19:23,DELIVERED,521, 685.92 ,0.10,"$ 12,396.36","1,178.52","13,574.88",Si,1,3,Documentación pendiente.
S0011180,C00642,D00174,Veracruz,VER,Tijuana,BCN,2024-12-18 09:52:43,18-12-2024 21:31:43,19/12/2024 01:33,Delivered,111.83 km,, 2.13 ,"3,113.32",,"MXN 3,387.82",Si,1,10,
S0011181,C00232,D00045,Morelia,MICH,Veracruz,VER,2025-03-24 09:24:05,2025/03/24 15:44,2025-03-24 20:32:31.083588,DELIVERED,199.73,"12,73", 2.25 ,"4,523.18",426.23,"MXN 4,949.41",No,N,1,Incidencia: retraso por tráfico.
S0011182,C00015,D00249,Guadalajara,JAL,San Luis Potosí,SLP,,2024/12/31 13:50,2024/12/31 20:46,entregado,$ 124.31,604.65 kg, 3.66 ,"$ 3,418.55",371.03,"3,789.57",No,N,8,Se reprogramó entrega.
S0011183,C00267,D00077,Toluca,MEX,Hermosillo,SON,2024-10-29 04:57:13,2024/10/30 17:22,2024-10-30,Delivered,"73,43",,"MXN 0,10",1723, 153.15 ,"$ 1,875.91",Si,Y,17,Cliente pidió entrega en recepción.
S0011184,C00136,D00012,Puebla,PUE,Toluca,MEX,2024-03-12 06:56:26,13/03/2024 18:48,2024-03-14,entregado, 615.00 ,"730,34","6,21","12,012.94",795.80,12809,0,Si,7,Temperatura controlada.
S0011185,C00266,D00085,Toluca,MEX,CDMX,CDMX,2025-02-27 14:22:02,28/02/2025 11:22,2025-02-28 16:27:40,Delivered,355," 1,163.76 ",0.10 m3,8522,955,"$ 9,476.63",FALSE,No,4,
S0011186,C00212,D00178,León,GTO,Culiacán,SIN,2026-01-05 13:31:27,2026-01-07 01:55:27,2026-01-07 03:28:04.186290,entregado,"167,04",,1,"4,246.55","338,86","4,585.41",Y,No,8,Falta firma en POD.
S0011187,C00274,D00109,Aguascalientes,AGS,Villahermosa,TAB,2026/01/19 17:33,2026-01-21 00:09:39,2026/01/21 19:46,returned,10.00,753.02,"0,10", 839.01 ,69.90, 908.91 ,No,,9,Se reprogramó entrega.
S0011188,C00668,D00232,Morelia,MICH,Chihuahua,CHH,,2024-03-02 17:44:57,03/03/2024 01:00,entregado,$ 505.81,"1,530.49 kg", 5.86 ,"11,368.43",936.79,"$ 12,305.22",FALSE,,3,Se reprogramó entrega.
S0011189,C00074,D00212,Guadalajara,JAL,Querétaro,QRO,2026/02/15 04:49,2026-02-15 14:52:39,15/02/2026 17:30,DELIVERED , 182.00 ," 1,119.99 ",6.91 m3,"MXN 4,667.78","MXN 597,09","$ 5,264.86",TRUE,Y,13,Cliente pidió entrega en recepción.
S0011190,C00610,D00009,Monterrey,NL,Villahermosa,TAB,2026/02/04 20:35,05/02/2026 03:59,2026-02-05 10:36:05.329812,DELIVERED,"343,22",,$ 3.43," 8,889.28 ",926.58,"9,815.86",Y,0,6,
S0011191,C00881,D00076,Monterrey,NL,Puebla,PUE,2024-05-11 04:29:48,12/05/2024 10:34,2024-05-12 16:26:21,DELIVERED,362,"1,411.32 kg", 2.34 ," 7,726.84 ","MXN 541,97",,0,Y,3,Cliente pidió entrega en recepción.
S0011192,C00895,D00196,Cancún,ROO,San Luis Potosí,SLP,2026-02-17 17:27:54,,2026-02-19,Delivered,528.16,5.00 kg,1.65,,"1,209.04","MXN 12.136,92",No,1,7,
S0011193,C00647,D00192,Hermosillo,SON,Querétaro,QRO,2024-11-26 12:30:40,2024/11/27 11:33,2024-11-27 16:23:26.991121,Delivered,"218,23",, 4.99 ," 4,699.89 ","427,03",,,1,6,Documentación pendiente.
S0011194,C00649,D00127,Tijuana,BCN,Puebla,PUE,2024-06-07,2024-06-07 20:23:55,2024-06-08 00:55:57,Delivered,106.19 km,"MXN 390,35", 8.37 ,"3,148.54",MXN 391.54,,Y,0,10,
S0011195,C00506,D00186,Cancún,ROO,Culiacán,SIN,2025-11-07 07:19:27,2025-11-08 18:11:27,2025-11-08 21:16:46,DELIVERED,254.40 km,"MXN 520,70","0,67","6,989.58",952.07," 7,941.65 ",No,Y,2,Temperatura controlada.
S0011196,C00754,D00162,CDMX,CDMX,Tampico,TAM,21/02/2025 05:42,2025-02-22 05:05:29,2025-02-22 12:10:12,DELIVERED,"355,48","974,39",,9617," 1,086.02 ","10,702.77",N,FALSE,12,Sin incidencias.
S0011197,C00588,D00016,Chihuahua,CHH,Morelia,MICH,2024/10/15 08:38,2024-10-16 07:49:57,2024-10-16 16:39:45,DELIVERED ,,5.00,"2,45","15.288,37","MXN 1.956,46","$ 17,244.83",,0,5,Prioridad alta.
S0011198,C00792,D00071,Cancún,ROO,León,GTO,2025-06-03,04/06/2025 01:03,2025-06-04 07:44:31.439287,delivered,"498,25",1300,0.10,13401,1156,"14,556.41",Y,0,14,Cliente pidió entrega en recepción.
S0011199,C00432,D00208,Hermosillo,SON,Cancún,ROO,2025-09-29 19:35:59,01/10/2025 12:31,2025-10-02 01:21:21,DELIVERED,,"1.235,29","1,69"," 14,237.71 ","$ 1,652.11",15890,N,1,8,
S0011200,C00401,D00123,Querétaro,QRO,Tampico,TAM,2024-04-15 20:40:40,17-04-2024 10:02:40,2024-04-17 19:41:25,DELIVERED ,517.99 km, 904.51 ,0.10," 13,394.11 ","1.611,81","15,005.91",1,Si,3,Documentación pendiente.
S0011201,C00420,D00117,Hermosillo,SON,San Luis Potosí,SLP,26/04/2025 09:11,2025/04/27 09:51,2025-04-27 17:13:58.741912,DELIVERED,"294,38","297,96",2.90,"7,093.16",620.17,"MXN 7,713.33",N,0,14,Falta firma en POD.
S0011202,C00802,D00194,Puebla,PUE,León,GTO,29/10/2024 11:26,2024-10-30 09:54:46,,Cancelado, 321.97 , 891.92 ,"MXN 4,31","8.368,20",550.52,"8,918.72",,N,3,Dirección incompleta.
S0011203,C00456,D00102,Monterrey,NL,Chihuahua,CHH,2026-02-18 08:29:25,2026-02-18 18:58:25,18-02-2026 23:19:11,delivered,193.82,821.06,3.49,"$ 5,010.39",MXN 621.82,"5.632,20",No,0,7,Sin incidencias.
S0011204,C00447,D00120,Aguascalientes,AGS,CDMX,CDMX,2024/11/29 08:17,2024-11-30 07:42:33,2024-11-30 08:42:33,entregado,"192,00",284,6.02 m3,"$ 4,597.61",MXN 550.69," 5,148.29 ",TRUE,0,5,Dirección incompleta.
S0011205,C00633,D00066,San Luis Potosí,SLP,Puebla,PUE,2026/02/20 06:05,2026/02/21 03:31,,entregado,,,0.45 m3,"566,90",MXN 52.73,"619,64",N,1,5,
S0011206,C00865,D00075,Tijuana,BCN,Querétaro,QRO,,2024-01-04 07:04:36,,Delivered,205.45,$ 525.52,$ 4.66,"5,282.25","MXN 571,00","$ 5,853.25",1,1,11,
S0011207,C00244,D00075,Culiacán,SIN,Toluca,MEX,2025-02-08 01:06:39,2025-02-08 21:29:39,,Cancelado,596,"1.092,49","1,15","MXN 12.486,59","1,531.71",14018,1,N,3,Temperatura controlada.
S0011208,C00492,D00048,CDMX,CDMX,Morelia,MICH,2024-04-06 05:56:56,07/04/2024 08:20,07/04/2024 09:53,DELIVERED,$ 193.16,$ 229.59,0.95 m3,"$ 4,385.07",484.62,"MXN 4,869.68",1,TRUE,10,
S0011209,C00209,D00193,Cancún,ROO,CDMX,CDMX,27/05/2025 21:33,2025/05/28 06:50,,entregado,330.29," 1,175.62 ",4.62 m3,"7,986.71",542.14,"8,528.85",Si,1,4,
S0011210,C00039,D00142,Monterrey,NL,Cancún,ROO,2025-04-11 13:17:22,2025-04-12 20:28:22,2025-04-13 02:33:52.291237,delivered,336.38 km,818.85 kg, 1.64 ,"$ 7,880.82",599,"8,480.23",1,Si,,
S0011211,C00751,D00075,Puebla,PUE,San Luis Potosí,SLP,2025-08-27 13:09:19,29/08/2025 03:12,2025-08-29 04:12:19,DELIVERED,10.00 km,"5,00",1.00 m3, 694.19 , 88.62 ,783,Si,Si,7,Dirección incompleta.
S0011212,C00506,D00077,Cancún,ROO,Toluca,MEX,2024-03-07 20:26:47,09/03/2024 10:13,2024/03/09 14:47,delivered,328.01,951.03,5.82 m3,8952,962.82,,0,FALSE,9,
S0011213,C00481,D00041,Veracruz,VER,Guadalajara,JAL,,,10-03-2025 22:58:20,Delivered,636.75 km,"MXN 557,76","3,28","16,298.31","1.753,44",18052,TRUE,,6,
S0011214,C00330,D00141,Guadalajara,JAL,Morelia,MICH,2024-02-22 19:56:47,2024-02-23 10:45:47,2024-02-23,DELIVERED, 53.79 , 239.51 ,9.12 m3," 1,704.75 ",$ 215.91,"1.920,66",1,1,3,Falta firma en POD.
S0011215,C00520,D00154,Monterrey,NL,Morelia,MICH,2025-06-28 13:05:55,2025-06-28 21:39:55,29/06/2025 03:56,DELIVERED, 386.56 ,"1,199.15", 5.25 ,"$ 8,706.65",,9854,0,Si,7,Prioridad alta.
S0011216,C00609,D00201,Morelia,MICH,Veracruz,VER,2025-06-01 18:16:34,2025-06-03 01:32:34,03/06/2025 07:04,delivered, 410.44 ,196, 4.17 ,"8,547.33",MXN 854.11,"9,401.45",TRUE,,1,Documentación pendiente.
S0011217,C00396,D00085,Culiacán,SIN,Toluca,MEX,2026-02-02 23:24:26,2026-02-04,2026-02-04 12:07:54.611702,delivered,453,"1,669.35 kg",0.79 m3,12930,"1.417,93","14,348.28",N,No,11,
S0011218,C00835,D00012,Villahermosa,TAB,Veracruz,VER,2025-08-22 06:23:49,2025/08/22 14:49,2025-08-22 22:20:35,delivered, 429.74 ,716.45 kg, 3.61 ,"11,317.25",1268," 12,585.22 ",,Si,1,
S0011219,C00498,D00030,Monterrey,NL,Cancún,ROO,2025/01/22 14:03,2025/01/23 12:51,23-01-2025 19:56:10,Delivered,192,"MXN 1.277,39",3.60,5022,417.17,"5,438.95",Si,Si,7,
S0011220,C00795,D00019,Tampico,TAM,Hermosillo,SON,2024-01-25 01:20:14,2024-01-25 05:04:14,2024-01-25 19:26:19,delivered,698,345.41,2.89,"17.607,27","2,403.30","20.010,58",TRUE,Y,2,Temperatura controlada.
S0011221,C00721,D00164,Chihuahua,CHH,Cancún,ROO,2026-01-21 05:36:30,2026/01/21 19:45,2026/01/21 20:45,DELIVERED ,10.00 km, 5.00 ,3.21,746.83,"93,69",841,FALSE,N,3,
S0011222,C00030,D00125,Puebla,PUE,Querétaro,QRO,2024-02-10,2024-02-11 17:11:17,2024-02-12 01:38:06,DELIVERED ,"473,55",307.70,2.25 m3," 11,818.80 ",957.67," 12,776.47 ",,1,9,
S0011223,C00425,D00031,Villahermosa,TAB,Puebla,PUE,2025-06-06,2025-06-07 08:14:54,,DELIVERED ,"MXN 573,01","1.292,65",7.79,," 1,705.46 ","15.268,46",0,TRUE,2,
S0011224,C00662,D00021,CDMX,CDMX,Tampico,TAM,2025/01/22 23:32,2025-01-23 11:10:22,2025-01-23 18:05:10.159846,DELIVERED,394,$ 799.56,4.61 m3,"9.409,40", 987.28 ,"$ 10,396.68",Y,Y,2,Se reprogramó entrega.
S0011225,C00697,D00244,Toluca,MEX,Villahermosa,TAB,2024/02/04 17:43,2024-02-05 12:03:16,2024/02/05 18:19,DELIVERED,"327,00",682.61 kg,1.54 m3,"9,471.79", 785.87 ,,N,TRUE,7,Documentación pendiente.
S0011226,C00225,D00236,Puebla,PUE,Guadalajara,JAL,2024-01-31 21:07:25,31/01/2024 21:45,2024-02-01 03:13:06.791610,entregado, 371.07 ,5.00, 3.46 ,"$ 9,829.31",953.17,10782,FALSE,FALSE,3,Sin incidencias.
S0011227,C00078,D00108,León,GTO,Morelia,MICH,27/06/2025 01:01,,2025-06-29 06:02:00,delivered,"515,45","1,630.84 kg",3.57,"14.731,06","1.786,13","16,517.19",TRUE,Y,4,
S0011228,C00180,D00047,Cancún,ROO,Tampico,TAM,2025/09/26 04:37,2025/09/26 04:38,2025-09-26 07:53:09,delivered,"378,34","377,36",0.10,"8,390.95","721,99"," 9,112.94 ",Y,TRUE,5,
S0011229,C00528,D00046,Querétaro,QRO,Hermosillo,SON,12/11/2024 15:13,2024/11/13 14:16,13-11-2024 23:33:23,DELIVERED,539,1836,2.94,13061,"1.321,63",,N,FALSE,1,
S0011230,C00531,D00214,Querétaro,QRO,Guadalajara,JAL,2025-11-30 23:29:33,02/12/2025 06:51,02/12/2025 14:32,DELIVERED,"421,47",MXN 274.48,1.83,11230,857," 12,086.31 ",0,FALSE,1,Cliente pidió entrega en recepción.
S0011231,C00440,D00044,León,GTO,CDMX,CDMX,13-10-2025 04:18:55,2025/10/14 15:37,2025-10-15,DELIVERED , 420.49 ,"1.103,59",7," 9,170.25 ",977.50,"10.147,75",Y,1,9,
S0011232,C00043,D00193,Veracruz,VER,Aguascalientes,AGS,2025-10-20 16:48:27,2025-10-21 16:49:27,2025-10-21,entregado,"163,40","709,63",$ 4.92,,446.79,"4,121.54",N,,1,Prioridad alta.
S0011233,C00491,D00011,Guadalajara,JAL,Villahermosa,TAB,07/01/2025 22:52,,2025-01-09 13:00:54,DELIVERED , 482.12 ,522,4," 12,516.26 ","1,398.51","13.914,78",Y,Y,1,
S0011234,C00614,D00242,Toluca,MEX,Culiacán,SIN,2025/03/01 12:31,03/03/2025 07:17,05/03/2025 03:42,Devuelto,-716.24 km,"$ 1,604.87",$ 4.15,"$ 19,623.70","2,422.86",22047,N,0,4,
S0011235,C00309,D00087,León,GTO,CDMX,CDMX,29-06-2024 22:58:07,2024-06-30 15:36:07,30-06-2024 22:12:57,DELIVERED ,$ 388.65,5.00,"2,86","9.865,10",,"MXN 10,904.29",No,,4,
S0011236,C00419,D00158,Aguascalientes,AGS,Tampico,TAM,2025-12-07 23:05:00,2025-12-08 21:33:00,2025-12-09 08:42:04,delivered,566.58,"$ 1,810.59",4.62,"14,263.90","1,646.46",,Y,Si,8,
S0011237,C00822,D00156,Hermosillo,SON,Tijuana,BCN,2024-01-20 01:12:34,2024-01-20 22:44:34,2024-01-21 04:56:57.406765,DELIVERED ,411.67,951.73,4.04,"10,159.88","1,073.05","11,232.93",No,Y,9,
S0011238,C00344,D00101,Cancún,ROO,Hermosillo,SON,23-03-2024 01:41:44,2024-03-24 10:13:44,24/03/2024 23:05,delivered, 635.21 ,5.00 kg,2.17 m3,"16.207,70","2,250.19","18.457,89",No,FALSE,8,Documentación pendiente.
S0011239,C00751,D00213,Mérida,YUC,Chihuahua,CHH,2024-07-19 03:04:44,2024-07-19 05:16:44,2024-07-19 12:56:17.839160,delivered,478.20," 1,218.62 ",3.31,,"1,595.44","$ 13,695.38",TRUE,No,1,Prioridad alta.
S0011240,C00104,D00062,CDMX,CDMX,Tampico,TAM,2025-05-09 15:37:52,2025-05-11 13:44:52,2025-05-11 14:44:52,DELIVERED ,,"1,550.87 kg",1,3655,349,"4,004.83",N,,3,Se reprogramó entrega.
S0011241,C00016,D00185,Veracruz,VER,Villahermosa,TAB,2025-08-17 08:52:12,2025-08-17 19:59:12,2025-08-18 13:57:50.297924,delivered,$ 814.38," 1,118.17 ",,22449," 3,137.36 ","25,586.03",1,Si,11,Se reprogramó entrega.
S0011242,C00233,D00150,Tijuana,BCN,Querétaro,QRO,2025/04/23 11:50,24/04/2025 15:13,25/04/2025 02:39,DELIVERED , 498.28 ,MXN 579.55,4.34 m3,13654,"1,125.24","$ 14,778.96",,N,6,Prioridad alta.
S0011243,C00137,D00234,Villahermosa,TAB,Tampico,TAM,2024-12-15 15:06:07,2024-12-15 17:40:07,15/12/2024 20:44,delivered,,,3.72,"8.376,41","535,14"," 8,911.55 ",FALSE,0,5,
S0011244,C00495,D00210,Mérida,YUC,CDMX,CDMX,2024/01/13 05:17,2024-01-13 15:05:29,2024-01-14 04:13:54.435572,entregado,738.51,559, 5.91 ,"18,396.42"," 2,533.76 ","20.930,18",TRUE,,7,
S0011245,C00450,D00107,Querétaro,QRO,Mérida,YUC,2024-09-24 10:09:57,2024-09-26 10:02:57,2024-09-26 15:27:36.420919,DELIVERED,316.93,MXN 5.00, 3.26 ,6839,"MXN 657,73","$ 7,496.83",Y,0,11,Cliente pidió entrega en recepción.
S0011246,C00005,D00033,Tijuana,BCN,Morelia,MICH,2025-05-17 04:34:25,2025-05-18,2025-05-18 05:10:43.134881,delivered,"362,22","1,811.05",$ 2.80,,788,"7,941.23",,No,5,
S0011247,C00534,D00083,Morelia,MICH,Tampico,TAM,2024-12-01 10:24:57,2024-12-02 00:26:57,2024/12/02 06:34,delivered,"MXN 405,28"," 1,087.31 ",3.72,"8.972,33",756.18,"9,728.51",0,No,7,Sin incidencias.
S0011248,C00534,D00101,Chihuahua,CHH,Tijuana,BCN,2025-03-31 04:15:26,2025-04-02 04:12:26,2025-04-02 17:24:59,DELIVERED,634.70,"MXN 52,19",,"14,920.16","2.022,69","$ 16,942.85",Si,Y,7,
S0011249,C00322,D00011,Veracruz,VER,Toluca,MEX,02/09/2025 19:16,03-09-2025 23:14:03,04-09-2025 06:28:24,delivered,"456,77",922.09,,9890,675," 10,565.02 ",No,TRUE,8,
S0011250,C00428,D00023,Tijuana,BCN,Monterrey,NL,2025-02-17 12:37:31,2025-02-18 19:56:31,2025-02-18,delivered,$ 281.41,5.00 kg,3,"7,163.48",672,"$ 7,835.00",Y,No,5,
S0011251,C00808,D00074,Villahermosa,TAB,Hermosillo,SON,2024-05-21 23:36:50,2024-05-22 06:19:50,2024-05-22 10:09:33.308079,DELIVERED ,467.49,,5.10,"10.726,45","834,94","11,561.39",N,FALSE,2,
S0011252,C00423,D00217,Guadalajara,JAL,Morelia,MICH,04-06-2024 09:55:39,2024-06-04,2024-06-05 01:48:54,entregado, 386.93 ,"MXN 1.815,32",MXN 5.37,," 1,023.39 ","11.745,44",0,1,5,
S0011253,C00112,D00123,Toluca,MEX,Culiacán,SIN,2025-12-29 13:06:23,2025-12-30 09:14:23,2025/12/30 23:14,DELIVERED ,783.37,"5,24",$ 5.34,18105," 1,661.04 ",19766,Si,FALSE,1,Carga frágil.
S0011254,C00290,D00239,Monterrey,NL,Veracruz,VER,2025-05-13 17:01:44,2025-05-15 06:44:44,2025/05/15 10:50,entregado,"266,76","234,05",,,"877,92"," 8,525.71 ",N,Si,7,
